REGIONAL_OFFICE_NAME,PRACTICE_NAME,PRACTICE_CODE,POSTCODE,QUANTITY,ITEMS,TOTAL_QUANTITY,NIC,ACTUAL_COST,UNIDENTIFIED,ADQ_USAGE,FECHA,SUSTANCIA,PRESENTACION,REGION_NAME
SOUTH WEST,168 MEDICAL GROUP,L81051,BS23 3HQ,1,5,5,366.25,340.94937,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,FIRECLAY HEALTH,L81062,BS15 1WW,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,CONISTON MEDICAL PRACTICE,L81036,BS34 5TF,1,6,6,439.5,409.13925,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,CLEVEDON MEDICAL CENTRE,L81040,BS21 6DG,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,AIR BALLOON SURGERY,L81038,BS5 7PD,2,8,16,1172.0,1090.93879,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,WESTBURY ON TRYM PRIMARY CARE CENTRE,L81017,BS9 3AA,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,SHIREHAMPTON GROUP PRACTICE,L81008,BS11 9SB,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,CHARLOTTE KEEL MEDICAL PRACTICE,L81015,BS5 0UA,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,MONKS PARK SURGERY,L81669,BS7 0UE,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,HORFIELD HC,L81022,BS7 9RR,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,SHIREHAMPTON GROUP PRACTICE,L81008,BS11 9SB,2,2,4,293.0,272.7347,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,EAST TREES HEALTH CENTRE,L81023,BS5 6SA,1,11,11,805.75,750.08862,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,COURTSIDE SURGERY,L81024,BS37 4DQ,2,2,4,293.0,272.7347,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,PIONEER MEDICAL GROUP,L81037,BS10 6SP,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,GRANGE ROAD SURGERY,L81054,BS13 8LD,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,HANHAM HEALTH,L81079,BS15 3HY,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BEECHWOOD MEDICAL PRACTICE,L81087,BS16 3TD,2,4,8,586.0,545.4694,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,PRIORY SURGERY,L81084,BS4 2QJ,1,4,4,293.0,272.7595,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,SOUTHMEAD & HENBURY FAMILY PRACTICE,L81067,BS10 6DF,2,3,6,439.5,409.10205,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THE ARMADA FAMILY PRACTICE,L81031,BS14 0SU,2,2,4,293.0,272.7347,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THE CEDARS SURGERY,L81643,BS22 6AJ,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THE WELLSPRING SURGERY,L81061,BS5 9QY,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,SOUTHMEAD & HENBURY FAMILY PRACTICE,L81067,BS10 6DF,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,FALLODON WAY MEDICAL CENTRE,L81131,BS9 4HT,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,HILLVIEW FAMILY PRACTICE,L81041,BS13 0JP,1,6,6,439.5,409.13925,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,PIONEER MEDICAL GROUP,L81037,BS10 6SP,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,WINSCOMBE SURGERY,L81021,BS25 1AF,1,4,4,293.0,272.7595,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,STOKE GIFFORD MEDICAL CENTRE,L81118,BS34 8UE,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BRIDGE VIEW MEDICAL,L81007,BS3 1AS,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THE ARMADA FAMILY PRACTICE,L81031,BS14 0SU,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,TYNTESFIELD MEDICAL GROUP,L81034,BS48 2XX,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,EAST TREES HEALTH CENTRE,L81023,BS5 6SA,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,PRIORY SURGERY,L81084,BS4 2QJ,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,MENDIP VALE MEDICAL PRACTICE,L81086,BS40 5EL,1,5,5,366.25,340.93697,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THORNBURY HEALTH CENTRE - BURNEY,L81018,BS35 1DP,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,MENDIP VALE MEDICAL PRACTICE,L81086,BS40 5EL,1,23,23,1684.75,1568.32991,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,MONKS PARK SURGERY,L81669,BS7 0UE,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,WEST WALK SURGERY,L81047,BS37 4AX,3,1,3,219.75,204.54482,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,MONKS PARK SURGERY,L81669,BS7 0UE,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,FROME VALLEY MEDICAL CENTRE,L81014,BS36 2DE,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,WINSCOMBE SURGERY,L81021,BS25 1AF,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,WINSCOMBE SURGERY,L81021,BS25 1AF,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,CLEVEDON MEDICAL CENTRE,L81040,BS21 6DG,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,STOKE GIFFORD MEDICAL CENTRE,L81118,BS34 8UE,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,WINSCOMBE SURGERY,L81021,BS25 1AF,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,STAFFORD MEDICAL GROUP,L81066,BS24 7DX,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,HEYWOOD FAMILY PRACTICE,L81085,BS20 0DL,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,CONISTON MEDICAL PRACTICE,L81036,BS34 5TF,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,FALLODON WAY MEDICAL CENTRE,L81131,BS9 4HT,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,WEST WALK SURGERY,L81047,BS37 4AX,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,STOKE GIFFORD MEDICAL CENTRE,L81118,BS34 8UE,2,2,4,293.0,272.7347,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,WEST WALK SURGERY,L81047,BS37 4AX,2,3,6,439.5,409.10205,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THE WELLSPRING SURGERY,L81061,BS5 9QY,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BRADLEY STOKE SURGERY,L81649,BS32 9DS,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,FROME VALLEY MEDICAL CENTRE,L81014,BS36 2DE,2,2,4,293.0,272.7347,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,WEST WALK SURGERY,L81047,BS37 4AX,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BIRCHWOOD MEDICAL PRACTICE,L81120,BS4 4HU,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,HORFIELD HC,L81022,BS7 9RR,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,SOUTHMEAD & HENBURY FAMILY PRACTICE,L81067,BS10 6DF,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,KINGSWOOD HEALTH CENTRE,L81063,BS15 4EJ,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BEECHWOOD MEDICAL PRACTICE,L81087,BS16 3TD,2,2,4,293.0,272.7347,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BIRCHWOOD MEDICAL PRACTICE,L81120,BS4 4HU,1,4,4,293.0,272.7595,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BROADMEAD MEDICAL CENTRE,Y02578,BS1 3EA,1,7,7,512.75,477.32912,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,TUDOR LODGE SURGERY,L81044,BS23 4JP,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BEDMINSTER FAMILY PRACTICE,L81082,BS3 4AT,1,5,5,366.25,340.94937,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,PRIORY SURGERY,L81084,BS4 2QJ,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,CHARLOTTE KEEL MEDICAL PRACTICE,L81015,BS5 0UA,8,1,8,586.0,545.4322,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,EAST TREES HEALTH CENTRE,L81023,BS5 6SA,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,WHITELADIES MEDICAL GROUP,L81091,BS8 2PU,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,WINSCOMBE SURGERY,L81021,BS25 1AF,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BEDMINSTER FAMILY PRACTICE,L81082,BS3 4AT,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,PILNING SURGERY,L81117,BS35 4JF,1,4,4,293.0,272.7595,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,HARTWOOD HEALTHCARE,L81083,BS13 0JP,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,FALLODON WAY MEDICAL CENTRE,L81131,BS9 4HT,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,HANHAM HEALTH,L81079,BS15 3HY,1,8,8,586.0,545.519,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,HANHAM HEALTH,L81079,BS15 3HY,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,WHITELADIES MEDICAL GROUP,L81091,BS8 2PU,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,SOUTHMEAD & HENBURY FAMILY PRACTICE,L81067,BS10 6DF,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,HILLVIEW FAMILY PRACTICE,L81041,BS13 0JP,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,CONCORD MEDICAL CENTRE,L81019,BS34 6BQ,1,6,6,439.5,409.13925,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,GLOUCESTER ROAD MEDICAL CENTRE,L81078,BS7 8SA,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,WESTBURY ON TRYM PRIMARY CARE CENTRE,L81017,BS9 3AA,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,STOCKWOOD MEDICAL CENTRE,L81009,BS14 8PT,2,2,4,293.0,272.7347,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THE DOWNEND HEALTH GROUP,L81026,BS16 5SG,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,FISHPONDS FAMILY PRACTICE,L81013,BS16 3TD,2,3,6,439.5,409.10205,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,PORTISHEAD MEDICAL GROUP,L81004,BS20 6AQ,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,CLEVEDON MEDICAL CENTRE,L81040,BS21 6DG,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THE WELLSPRING SURGERY,L81061,BS5 9QY,3,1,3,219.75,204.54482,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BRADLEY STOKE SURGERY,L81649,BS32 9DS,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,GREENWAY COMMUNITY PRACTICE,L81098,BS10 6AF,1,21,21,1538.25,1431.98736,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,SOUTHMEAD & HENBURY FAMILY PRACTICE,L81067,BS10 6DF,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,HARBOURSIDE FAMILY PRACTICE,L81600,BS20 7QA,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,TUDOR LODGE SURGERY,L81044,BS23 4JP,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,GLOUCESTER ROAD MEDICAL CENTRE,L81078,BS7 8SA,1,7,7,512.75,477.32912,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,GREENWAY COMMUNITY PRACTICE,L81098,BS10 6AF,1,11,11,805.75,750.08862,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,HARTWOOD HEALTHCARE,L81083,BS13 0JP,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,HARTWOOD HEALTHCARE,L81083,BS13 0JP,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BROADMEAD MEDICAL CENTRE,Y02578,BS1 3EA,2,2,4,293.0,272.7347,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BRADLEY STOKE SURGERY,L81649,BS32 9DS,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,PIONEER MEDICAL GROUP,L81037,BS10 6SP,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,WINSCOMBE SURGERY,L81021,BS25 1AF,1,9,9,659.25,613.70887,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,ORCHARD MEDICAL CENTRE,L81055,BS15 8NJ,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,SHIREHAMPTON GROUP PRACTICE,L81008,BS11 9SB,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
