REGIONAL_OFFICE_NAME,PRACTICE_NAME,PRACTICE_CODE,POSTCODE,QUANTITY,ITEMS,TOTAL_QUANTITY,NIC,ACTUAL_COST,UNIDENTIFIED,ADQ_USAGE,FECHA,SUSTANCIA,PRESENTACION,REGION_NAME
SOUTH WEST,MONKS PARK SURGERY,L81669,BS7 0UE,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,MONKS PARK SURGERY,L81669,BS7 0UE,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,HELIOS MEDICAL CENTRE,L81622,BS9 1JN,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,PORTISHEAD MEDICAL GROUP,L81004,BS20 6AQ,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,STOCKWOOD MEDICAL CENTRE,L81009,BS14 8PT,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,168 MEDICAL GROUP,L81051,BS23 3HQ,1,4,4,293.0,272.7595,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,NIGHTINGALE VALLEY PRACTICE,L81033,BS4 4HU,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,PORTISHEAD MEDICAL GROUP,L81004,BS20 6AQ,1,5,5,366.25,340.94937,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,MENDIP VALE MEDICAL PRACTICE,L81086,BS40 5EL,1,9,9,659.25,613.69647,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,GRANGE ROAD SURGERY,L81054,BS13 8LD,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BRIDGE VIEW MEDICAL,L81007,BS3 1AS,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,GLOUCESTER ROAD MEDICAL CENTRE,L81078,BS7 8SA,2,3,6,439.5,409.10205,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,ORCHARD MEDICAL CENTRE,L81055,BS15 8NJ,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,CLOSE FARM SURGERY,L81050,BS30 5JZ,2,3,6,439.5,409.10205,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BEECHWOOD MEDICAL PRACTICE,L81087,BS16 3TD,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,WEST WALK SURGERY,L81047,BS37 4AX,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,GREENWAY COMMUNITY PRACTICE,L81098,BS10 6AF,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BEECHWOOD MEDICAL PRACTICE,L81087,BS16 3TD,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,CLOSE FARM SURGERY,L81050,BS30 5JZ,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,PIONEER MEDICAL GROUP,L81037,BS10 6SP,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,KINGSWOOD HEALTH CENTRE,L81063,BS15 4EJ,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,PIONEER MEDICAL GROUP,L81037,BS10 6SP,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BEECHWOOD MEDICAL PRACTICE,L81087,BS16 3TD,2,2,4,293.0,272.7347,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THE DOWNEND HEALTH GROUP,L81026,BS16 5SG,1,8,8,586.0,545.519,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,KENNEDY WAY SURGERY,L81042,BS37 4AA,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THE CREST FAMILY PRACTICE,L81095,BS4 1WH,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,LAWRENCE HILL HEALTH CENTRE,L81089,BS2 0AN,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THE CEDARS SURGERY,L81643,BS22 6AJ,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,STREAMSIDE SURGERY,L81106,BS35 1DP,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THE WELLSPRING SURGERY,L81061,BS5 9QY,1,4,4,293.0,272.7595,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,HANHAM HEALTH,L81079,BS15 3HY,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,KINGSWOOD HEALTH CENTRE,L81063,BS15 4EJ,2,3,6,439.5,409.10205,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,168 MEDICAL GROUP,L81051,BS23 3HQ,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BRIDGE VIEW MEDICAL,L81007,BS3 1AS,1,7,7,512.75,477.32912,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,FROME VALLEY MEDICAL CENTRE,L81014,BS36 2DE,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THE DOWNEND HEALTH GROUP,L81026,BS16 5SG,2,3,6,439.5,409.10205,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THREE SHIRES MEDICAL PRACTICE,L81029,BS30 5QQ,1,3,3,219.75,204.53242,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,CLOSE FARM SURGERY,L81050,BS30 5JZ,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BEECHWOOD MEDICAL PRACTICE,L81087,BS16 3TD,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BRIDGE VIEW MEDICAL,L81007,BS3 1AS,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,CLEVEDON MEDICAL CENTRE,L81040,BS21 6DG,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,PEMBROKE ROAD SURGERY,L81081,BS8 3EU,2,6,12,879.0,818.20409,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,WINSCOMBE SURGERY,L81021,BS25 1AF,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THE DOWNEND HEALTH GROUP,L81026,BS16 5SG,1,8,8,586.0,545.519,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,WINSCOMBE SURGERY,L81021,BS25 1AF,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,MENDIP VALE MEDICAL PRACTICE,L81086,BS40 5EL,1,13,13,952.25,886.46837,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,HORFIELD HC,L81022,BS7 9RR,1,5,5,366.25,340.94937,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,HORFIELD HC,L81022,BS7 9RR,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,HEYWOOD FAMILY PRACTICE,L81085,BS20 0DL,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,CHARLOTTE KEEL MEDICAL PRACTICE,L81015,BS5 0UA,2,4,8,586.0,545.4694,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,EAST TREES HEALTH CENTRE,L81023,BS5 6SA,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THORNBURY HEALTH CENTRE - BURNEY,L81018,BS35 1DP,1,8,8,586.0,545.519,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,LEAP VALLEY MEDICAL CENTRE,L81046,BS16 6UG,2,3,6,439.5,409.10205,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,CHARLOTTE KEEL MEDICAL PRACTICE,L81015,BS5 0UA,2,4,8,586.0,545.4694,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THORNBURY HEALTH CENTRE - BURNEY,L81018,BS35 1DP,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,STOKE GIFFORD MEDICAL CENTRE,L81118,BS34 8UE,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,GLOUCESTER ROAD MEDICAL CENTRE,L81078,BS7 8SA,1,6,6,439.5,409.13925,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,STOCKWOOD MEDICAL CENTRE,L81009,BS14 8PT,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,HARBOURSIDE FAMILY PRACTICE,L81600,BS20 7QA,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,STOKE GIFFORD MEDICAL CENTRE,L81118,BS34 8UE,2,2,4,293.0,272.7347,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,GREENWAY COMMUNITY PRACTICE,L81098,BS10 6AF,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,CLEVEDON MEDICAL CENTRE,L81040,BS21 6DG,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THREE SHIRES MEDICAL PRACTICE,L81029,BS30 5QQ,1,2,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BRIDGE VIEW MEDICAL,L81007,BS3 1AS,2,4,8,586.0,545.4694,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BRIDGE VIEW MEDICAL,L81007,BS3 1AS,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BEDMINSTER FAMILY PRACTICE,L81082,BS3 4AT,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BRADLEY STOKE SURGERY,L81649,BS32 9DS,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,STOKE GIFFORD MEDICAL CENTRE,L81118,BS34 8UE,2,5,10,732.5,681.83674,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,PORTISHEAD MEDICAL GROUP,L81004,BS20 6AQ,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,EAST TREES HEALTH CENTRE,L81023,BS5 6SA,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,COURTSIDE SURGERY,L81024,BS37 4DQ,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,PRIORY SURGERY,L81084,BS4 2QJ,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,HEYWOOD FAMILY PRACTICE,L81085,BS20 0DL,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THE CREST FAMILY PRACTICE,L81095,BS4 1WH,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,GREENWAY COMMUNITY PRACTICE,L81098,BS10 6AF,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,ST MARY STREET SURGERY,L81103,BS35 2AT,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THE MERRYWOOD PRACTICE,L81094,BS4 1WH,1,9,9,659.25,613.70887,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THE ARMADA FAMILY PRACTICE,L81031,BS14 0SU,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,NIGHTINGALE VALLEY PRACTICE,L81033,BS4 4HU,3,1,3,219.75,204.54482,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THE DOWNEND HEALTH GROUP,L81026,BS16 5SG,1,4,4,293.0,272.7595,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,168 MEDICAL GROUP,L81051,BS23 3HQ,2,4,8,586.0,545.4694,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,WEST WALK SURGERY,L81047,BS37 4AX,2,4,8,586.0,545.4694,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THORNBURY HEALTH CENTRE - BURNEY,L81018,BS35 1DP,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,STOCKWOOD MEDICAL CENTRE,L81009,BS14 8PT,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THE MILTON SURGERY,L81058,BS22 8AG,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,FIRECLAY HEALTH,L81062,BS15 1WW,2,2,4,293.0,272.7347,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,FIRECLAY HEALTH,L81062,BS15 1WW,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,168 MEDICAL GROUP,L81051,BS23 3HQ,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,CONISTON MEDICAL PRACTICE,L81036,BS34 5TF,2,6,12,879.0,818.20409,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BRIDGE VIEW MEDICAL,L81007,BS3 1AS,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,GRAHAM ROAD SURGERY,L81016,BS23 1YA,1,5,5,366.25,340.94937,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,AIR BALLOON SURGERY,L81038,BS5 7PD,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,BEDMINSTER FAMILY PRACTICE,L81082,BS3 4AT,1,6,6,439.5,409.13925,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,HORFIELD HC,L81022,BS7 9RR,2,22,44,3223.0,3000.08168,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,KENNEDY WAY SURGERY,L81042,BS37 4AA,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,HANHAM HEALTH,L81079,BS15 3HY,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,CONCORD MEDICAL CENTRE,L81019,BS34 6BQ,1,25,25,1831.25,1704.74686,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,TYNTESFIELD MEDICAL GROUP,L81034,BS48 2XX,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,CLEVEDON MEDICAL CENTRE,L81040,BS21 6DG,2,2,4,293.0,272.7347,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,GRAHAM ROAD SURGERY,L81016,BS23 1YA,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,PORTISHEAD MEDICAL GROUP,L81004,BS20 6AQ,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,PIONEER MEDICAL GROUP,L81037,BS10 6SP,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,WELLINGTON ROAD SURGERY,L81642,BS37 5UY,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BRISTOL, N SOMERSET & S GLOUCS STP"
SOUTH WEST,THE WELLSPRING SURGERY,L81061,BS5 9QY,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,"BRISTOL, N SOMERSET & S GLOUCS STP"
